repo,issue_number,text,label_human,alternative
ccxt/ccxt,17437,"[title] there is a bug when using the fetchticker function in phemex's testnet.
[issue]
### operating system

windows

### programming languages

js

### ccxt version

3.0.48

### description

hello,

the error does not occur on the mainnet, but when i run the fetchticker function on the testnet, an error occurs.
the cause seems to be that the error occurs because there is no urls['test']['v2'].
please check.

-----------------source----------------------
'urls': {
    'test': {
        'v1': '
        'public': '
        'private': '
    },
    'api': {
        'v1': '
        'v2': '
        'public': '
        'private': '
    },
}

### code

```
  phemex = ccxt.phemex({
'urls': 'test'
'type': {'defaulttype': 'swap'},
'enableratelimit': true,
'apikey': api_key,
'secret': api_secret
})
phemex.fetchticker('btc/usdt:usdt')
```
-----result-----
>  typeerror: cannot read properties of undefined (reading 'replace')
>      at phemex.implodeparams (/users/bongkook/develop/chromeextensions/tvextbot-cloud/functions/node_modules/ccxt/dist/cjs/src/base/functions/misc.js:99:33)
>      at phemex.implodehostname (/users/bongkook/develop/chromeextensions/tvextbot-cloud/functions/node_modules/ccxt/dist/cjs/src/base/exchange.js:3080:21)
>      at phemex.sign (/users/bongkook/develop/chromeextensions/tvextbot-cloud/functions/node_modules/ccxt/dist/cjs/src/phemex.js:3844:20)
>      at phemex.fetch2 (/users/bongkook/develop/chromeextensions/tvextbot-cloud/functions/node_modules/ccxt/dist/cjs/src/base/exchange.js:2440:30)
>      at async phemex.request (/users/bongkook/develop/chromeextensions/tvextbot-cloud/functions/node_modules/ccxt/dist/cjs/src/base/exchange.js:2444:16)
>      at async phemex.fetchticker (/users/bongkook/develop/chromeextensions/tvextbot-cloud/functions/node_modules/ccxt/dist/cjs/src/phemex.js:1256:26)
>      at async phemex.fetchticker (/users/bongkook/develop/chromeextensions/tvextbot-cloud/functions/api/exchanges/phemex.js:589:16)
[issue_comments] ""hello @bongkook, thanks for reporting it, we will take a look.""",service,
ccxt/ccxt,13707,"[title] lbank2 fetch returns attributeerror: 'bytes' object has no attribute 'encode'
[issue]
- os: any
- programming language version: python 3.10
- ccxt version: 1.85.69

**code:**
```
lbank= ccxt.lbank2({
# auth
})
lbank.fetch_deposits()
```

**error:**
```
venv\lib\site-packages\ccxt\lbank2.py"", line 1830, in sign
    sign = self.binary_to_base64(self.rsa(self.encode(uppercasehash), self.encode(pem), 'rs256'))
venv\lib\site-packages\ccxt\base\exchange.py"", line 1382, in rsa
    return priv_key.sign(exchange.encode(request), padding.pkcs1v15(), algorithm)
venv\lib\site-packages\ccxt\base\exchange.py"", line 1445, in encode
    return string.encode('latin-1')
attributeerror: 'bytes' object has no attribute 'encode'. did you mean: 'decode'?
```

auth works correctly for lbank `fetch_balance()` but lbank `fetch_deposits` throws not supported so i changed it to lbank2, but any fetch returns this error.",service,
ccxt/ccxt,19931,"[title] coinbase fetchmytrades - no amount
[issue]
### operating system

windows 11

### programming languages

python

### ccxt version

4.1.24

### description

trying to switch from coinbase pro to coinbase, since they are closing down the former at the eom.  i have code which fetches trades that's worked for years, for all exchanges, that doesn't work for coinbase.  it appears the fetchmytrades() function isn't returning an amount for the number of coins.

here's two json responses, one for coinbase, and one for kraken.

`coinbase
{
    ""info"": {
        ""entry_id"": ""5cb90a4640f167ee3c06a8d1e64d978c0d1f7aef16263ac52f42c0979715f4bf"",
        ""trade_id"": ""761475a1-210c-4d8a-8c8d-511383a323cb"",
        ""order_id"": ""e65843a3-a9b4-47db-ba26-be49c214bf67"",
        ""trade_time"": ""2023-10-31t22:10:12.473787913z"",
        ""trade_type"": ""fill"",
        ""price"": ""37.44"",
        ""size"": ""0.0802691053677932"",
        ""commission"": ""0.0004816146322068"",
        ""product_id"": ""sol-usdc"",
        ""sequence_timestamp"": ""2023-10-31t22:10:12.474588z"",
        ""liquidity_indicator"": ""unknown_liquidity_indicator"",
        ""size_in_quote"": true,
        ""user_id"": ""1cf3f598-b952-5b98-8b27-9ef247d342fa"",
        ""side"": ""buy""
    },
    ""id"": ""761475a1-210c-4d8a-8c8d-511383a323cb"",
    ""order"": ""e65843a3-a9b4-47db-ba26-be49c214bf67"",
    ""timestamp"": 1698790212473,
    ""datetime"": ""2023-10-31t22:10:12.473787913z"",
    ""symbol"": ""sol/usdc"",
    ""type"": null,
    ""side"": ""buy"",
    ""takerormaker"": null,
    ""price"": 37.44,
    ""amount"": null,
    ""cost"": 0.0802691053677932,
    ""fee"": {
        ""cost"": 0.0004816146322068,
        ""currency"": null
    },
    ""fees"": [
        {
            ""cost"": 0.0004816146322068,
            ""currency"": null
        }
    ]
}`

`kraken
{
    ""id"": ""tjnb46-gi77a-mkithd"",
    ""order"": ""oezo6v-sneoz-4prhcs"",
    ""info"": {
        ""ordertxid"": ""oezo6v-sneoz-4prhcs"",
        ""postxid"": ""tkh2se-m7if5-cfi7lt"",
        ""pair"": ""solusd"",
        ""time"": ""1698163571.0675573"",
        ""type"": ""buy"",
        ""ordertype"": ""limit"",
        ""price"": ""30.36000"",
        ""cost"": ""59.99136"",
        ""fee"": ""0.09599"",
        ""vol"": ""1.97600000"",
        ""margin"": ""0.00000"",
        ""leverage"": ""0"",
        ""misc"": """",
        ""trade_id"": ""8846515"",
        ""id"": ""tjnb46-gi77a-mkithd""
    },
    ""timestamp"": 1698163571067,
    ""datetime"": ""2023-10-24t16:06:11.067z"",
    ""symbol"": ""sol/usd"",
    ""type"": ""limit"",
    ""side"": ""buy"",
    ""takerormaker"": null,
    ""price"": 30.36,
    ""amount"": 1.976,
    ""cost"": 59.99136,
    ""fee"": {
        ""cost"": 0.09599,
        ""currency"": ""usd""
    },
    ""fees"": [
        {
            ""cost"": 0.09599,
            ""currency"": ""usd""
        }
    ]
}`

### code

```

```
[issue_comments] ""hello @bhruska,
thanks for letting us know, we will check it asap."", ""hi @carlosmiei

because the size was for quote, the amount was set to undefined. can we calculate the amount by `quote size / price`? it would be `0.0802691053677932/37.44=0.00214393978 ` in this trade."", ""> hi @carlosmiei
>
> because the size was for quote, the amount was set to undefined. can we calculate the amount by `quote size / price`? it would be `0.0802691053677932/37.44=0.00214393978 ` in this trade.

@sc0vu, yes i think it's one of the fixes required to be done ."", ""i tried adding a hack to calculate it, but didn't get good results.  it should just ""work"", like the other exchanges always have."", ""is this going to get into the python version?  how do i get the fix?  i did a pip update and didn't notice any change.""",End-to-End,
ccxt/ccxt,23222,"[title] kucoin: fetchdepositwithdrawfees() 'networks' field empty, fetchdepositwithdrawfee() 'networks' only showing one network
[issue]
### operating system

ubuntu 22

### programming languages

python

### ccxt version

4.3.67

### description

it seems that the field 'networks' is wrong for both fetchdepositwithdrawfees and fetchdepositwithdrawfee:

res = await self.ccxtpro.fetchdepositwithdrawfees()
print(res['usdt'])

--> is returning empty 'networks' field

res = await self.ccxtpro.fetchdepositwithdrawfee(code='usdt')
print(res)

--> is returning only 1 network in 'networks'

### code

```
# fetchdepositwithdrawfees()
{
    ""info"":
    {
        ""currency"": ""usdt"",
        ""name"": ""usdt"",
        ""fullname"": ""tether"",
        ""precision"": 8,
        ""confirms"": null,
        ""contractaddress"": null,
        ""ismarginenabled"": true,
        ""isdebitenabled"": true,
        ""chains"":
        [
            {
                ""chainname"": ""asset hub(polkadot)"",
                ""withdrawalminsize"": ""10"",
                ""depositminsize"": ""0.7"",
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""1"",
                ""iswithdrawenabled"": false,
                ""isdepositenabled"": true,
                ""confirms"": 30,
                ""preconfirms"": 30,
                ""contractaddress"": ""1984"",
                ""chainid"": ""statemint""
            },
            {
                ""chainname"": ""optimism"",
                ""withdrawalminsize"": ""3"",
                ""depositminsize"": null,
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""1"",
                ""iswithdrawenabled"": true,
                ""isdepositenabled"": true,
                ""confirms"": 100,
                ""preconfirms"": 100,
                ""contractaddress"": ""0x94b008aa00579c1307b0ef2c499ad98a8ce58e58"",
                ""deposittierfee"": ""[{'amountrange':'0,30000','tierrate':0},{'amountrange':'30000,999999999','tierrate':0.001}]"",
                ""chainid"": ""optimism""
            },
            {
                ""chainname"": ""eos"",
                ""withdrawalminsize"": ""10"",
                ""depositminsize"": null,
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""1"",
                ""iswithdrawenabled"": false,
                ""isdepositenabled"": false,
                ""confirms"": 1,
                ""preconfirms"": 1,
                ""contractaddress"": ""tethertether"",
                ""chainid"": ""eos""
            },
            {
                ""chainname"": ""kcc"",
                ""withdrawalminsize"": ""1"",
                ""depositminsize"": null,
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""0.5"",
                ""iswithdrawenabled"": true,
                ""isdepositenabled"": true,
                ""confirms"": 20,
                ""preconfirms"": 20,
                ""contractaddress"": ""0x0039f574ee5cc39bdd162e9a88e3eb1f111baf48"",
                ""chainid"": ""kcc""
            },
            {
                ""chainname"": ""sol"",
                ""withdrawalminsize"": ""2"",
                ""depositminsize"": null,
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""1"",
                ""iswithdrawenabled"": true,
                ""isdepositenabled"": true,
                ""confirms"": 200,
                ""preconfirms"": 200,
                ""contractaddress"": ""es9vmfrzacermjfrf4h2fyd4kconky11mcce8benwnyb"",
                ""chainid"": ""sol""
            },
            {
                ""chainname"": ""ton"",
                ""withdrawalminsize"": ""1"",
                ""depositminsize"": ""0.1"",
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""1"",
                ""iswithdrawenabled"": true,
                ""isdepositenabled"": true,
                ""confirms"": 1,
                ""preconfirms"": 1,
                ""contractaddress"": ""eqcxe6mutqjkfngfarotkot1lzbdiix1kcixrv7nw2id_sds"",
                ""chainid"": ""ton""
            },
            {
                ""chainname"": ""bep20"",
                ""withdrawalminsize"": ""3"",
                ""depositminsize"": ""1"",
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""0.8"",
                ""iswithdrawenabled"": true,
                ""isdepositenabled"": true,
                ""confirms"": 32,
                ""preconfirms"": 32,
                ""contractaddress"": ""0x55d398326f99059ff775485246999027b3197955"",
                ""deposittierfee"": ""[{'amountrange':'0,30000','tierrate':0},{'amountrange':'30000,999999999','tierrate':0.001}]"",
                ""chainid"": ""bsc""
            },
            {
                ""chainname"": ""kava evm co-chain"",
                ""withdrawalminsize"": ""3"",
                ""depositminsize"": null,
                ""withdrawfeerate"": ""0"",
                ""withdrawalminfee"": ""1"",
                ""iswithdrawenabled"": true,
                ""isdepositenabled"": true,
                ""confirms"": 20,
                ""preconfirms"": 20,
                ""contractaddress"": ""0x919c1c267bc06a7039e03fcc2ef738525769109c"",
                ""chainid"": ""kavaevm""
            },
            {
                ""chainname"": ""erc20"",
[issue_comments] ""hello @tongoko,

thanks for reporting it, we will take a look""",service,
ccxt/ccxt,22410,"[title] \exchange::network_id_to_code(): argument #1 ($networkid) must be of type string, null given, called in /home/cssoftdemo/public_html/vendor/ccxt/ccxt/php/kucoin.php on line 3332
[issue]
### operating system

windows

### programming languages

php

### ccxt version

4.3.13

### description

getting this error while using the withdraw function
[2024-05-06 14:38:55] local.info: ccxt\exchange::network_id_to_code(): argument #1 ($networkid) must be of type string, null given, called in /home/cssoftdemo/public_html/vendor/ccxt/ccxt/php/kucoin.php on line 3332
[2024-05-06 14:40:16] local.error: kucoin unknown error: 28 resolving timed out after 10000 milliseconds {""userid"":1,""exception"":""[object] (ccxt\\networkerror(code: 0): kucoin unknown error: 28 resolving timed out after 10000 milliseconds at /home/cssoftdemo/public_html/vendor/ccxt/ccxt/php/exchange.php:1618)
[stacktrace]

### code

  if (isset($transfer_process['id'])) {

$params = array();
                        if (isset($request->chain)) {
                            $params['network'] = $request->chain;
                        }

                        try {
                            $provider_withdraw = $this->api->withdraw($request->symbol, $request->amount, $request->recieving_address, $request->memo, $params);
                        } catch (\throwable $th) {
                            return $this->handlewithdrawalerror($user, $request, $wallet, $th->getmessage());
                        }

                        if (isset($provider_withdraw['id'])) {
                            try {
                                $withdraw_id = collect($this->api->fetch_withdrawals())->where('id', $provider_withdraw['id'])->first();
                                $withdraw->trx_id = $provider_withdraw['id'];
                                $withdraw->fee = ($request->amount * $fee) + $withdraw_id['fee']['cost'];
                            } catch (\throwable $th) {

                                $withdraw->fee = $fee;
                            }
                        }
                    }
[issue_comments] ""the withdraw goes through but we recieve this error sometimes nothing happens"", ""@shahwaizjerrax it seems php throws error when the parameter type is not correct. we'll fix this asap.""",service,
ccxt/ccxt,17730,"[title] phemex set_position_mode()  not working for usd perps
[issue]
### operating system

windows 10

### programming languages

python

### ccxt version

3.0.85

### description

the set_position_mode argument is not working for phemex perpetual usd futures (see code below).

### code

```

import ccxt
client = ccxt.phemex({'apikey': """", 'secret': """"})

ticker = ""btc/usd:usd""
client.set_position_mode(true, ticker)
```
traceback (most recent call last):

  cell in[20], line 1
    client.set_position_mode(true, ticker)

  file ~\anaconda3\lib\site-packages\ccxt\phemex.py:3552 in set_position_mode
    market = self.market(symbol)

  file ~\anaconda3\lib\site-packages\ccxt\base\exchange.py:3328 in market
    raise exchangeerror(self.id + ' markets not loaded')

exchangeerror: phemex markets not loaded
[issue_comments] ""hello @tomas-mp, yeah we're missing the markets loading, thanks for letting us know.""",service,
ccxt/ccxt,15260,"[title] rendered documentation updates
[issue]
- ccxt version: latest (not really relevant)

it seems like the documentation under  is not being updated correctly.

looking at 8dd987c0bfe7a6c4eb4c12b1a3805cfcf567ed3d (one of the latter commits that update the documentation) - we can see that the ""open interest"" section is missing from the rendered docs.

looking at  makes it clear that the documentation building is failing since a few weeks..
the last successful build (as far as i could find) dates from 1 month+3 weeks ago - and can currently be found on page 57 of the above link (it's probably page 58 or 59 pretty soon).

is there a (rendered) alternative to docs.ccxt.com which is currently updated correctly?
[issue_comments] ""> looking at 8dd987c (one of the latter commits that update the documentation) - we can see that the ""open interest"" section is missing from the rendered docs.

i think i edited the wrong manual file in the okx pr that you mentioned. i attempted to adjust the correct manual file in this pr: #15254 it looks like that hasn't worked yet though. hopefully some other ccxt team members can provide some insight because i'm currently unsure of what the root of the issue is"", ""it's not pinned onto that commit specifically.

 shows that the build is failing with the below error - which seems to be a generic error (maybe caused by some dependency update without pinned version ...)"", ""> is there a (rendered) alternative to docs.ccxt.com which is currently updated correctly?

if you need a quick review, as you might already know, you can refer to :  however, the rendered manuals (as i think) is available only after successful build of that. so, it needs to be fixed still."", ""@kroitor unfortunately, #15274 doesn't fully fix ""this"" issue (as now a new issue occured).

from here:"", ""@xmatthias they manually disabled it due to many failed attempts,  but as you said ( and i tested it locally too) reverting the upgrade should fix it, so we just need to ask them to trigger the build again i think""",Manual,
ccxt/ccxt,17498,"[title] importerror: cannot import name 'literal' from 'typing'
[issue]
### operating system

amazon linux 2

### programming languages

python

### ccxt version

since version 3.0.46

### description

import ccxt
in the syntax, the following error occurs.

    import ccxt
  file ""/home/ec2-user/.local/lib/python3.7/site-packages/ccxt/__init__.py"", line 29, in
    from ccxt.base.exchange import exchange                     # noqa: f401
  file ""/home/ec2-user/.local/lib/python3.7/site-packages/ccxt/base/__init__.py"", line 24, in
    from ccxt.base import exchange
  file ""/home/ec2-user/.local/lib/python3.7/site-packages/ccxt/base/exchange.py"", line 31, in
    from ccxt.base.types import balance, indextype, orderside, ordertype
  file ""/home/ec2-user/.local/lib/python3.7/site-packages/ccxt/base/types.py"", line 2, in
    from typing import union, literal
importerror: cannot import name 'literal' from 'typing' (/usr/lib64/python3.7/typing.py)

in versions prior to 3.0.45 it works fine.
it seems that the ccxt/base/types.py file needs to be modified.
please check!

### code

```
import ccxt
```

i think the types.py file can be modified as follows.

import sys
from typing import union

try:
    from typing import literal
except importerror:
    from typing_extensions import literal

if sys.version_info.minor > 7:
    from typing import typeddict
else:
    typeddict = dict

orderside = literal['buy', 'sell']
ordertype = literal['limit', 'market']

class balance(typeddict):
    free: union[none, str, float]
    used: union[none, str, float]
    total: union[none, str, float]

indextype = union[str, int]
[issue_comments] ""hello @zacra thanks, for letting us know, we will be fixing it soon!""",service,
ccxt/ccxt,23566,"[title] bybit `watch_liquidations` returns `list[list[liquidation]]` instead of `list[liquidation]`
[issue]
### operating system

osx

### programming languages

python

### ccxt version

4.3.86

### description

_no response_

### code

```

```
[issue_comments] ""@timborden thanks, we'll fix this asap."", ""@sc0vu i can confirm the issue has been resolved....thanks!""",service,
ccxt/ccxt,11031,"[title] fetchopenorders error on bithumb
[issue]
must read this before submitting issues (read the links, then delete this message before submitting):

make sure your local version of ccxt is up to date. check by comparing the output of ccxt.version to

os: win10
programming language version:
ccxt version: 1.64.70

i thought the below problem was solved.
but i'm still getting the error.
please check.

i can't speak english, so i'm getting help from google translate.
please understand even if my english is wrong.

there is a problem with openorder lookup in bithumb.
problems with certain tickers (vet/krw)

1,115.0508 is the quantity in openorder.

bithumb.fetchopenorders('vet/krw')

traceback (most recent call last):

file """", line 1, in
bithumb.fetchopenorders('vet/krw')

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\bithumb.py"", line 758, in fetch_open_orders
return self.parse_orders(data, market, since, limit)

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 1942, in parse_orders
array = [self.extend(self.parse_order(order, market), params) for order in orders]

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 1942, in
array = [self.extend(self.parse_order(order, market), params) for order in orders]

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\bithumb.py"", line 723, in parse_order
}, market)

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 2511, in safe_order2
amount = self.omit_zero(self.safe_string(order, 'amount'))

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 2661, in omit_zero
if float(string_number) == 0:

valueerror: could not convert string to float: '1,115.0508'

if there is no open order for any ticker
when looking at the ticker, the following error occurs.

bithumb.fetchopenorders('eth/krw')
traceback (most recent call last):

file """", line 1, in
bithumb.fetchopenorders('eth/krw')

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\bithumb.py"", line 739, in fetch_open_orders
response = self.privatepostinfoorders(self.extend(request, params))

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 500, in inner
return entry(_self, **inner_kwargs)

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 549, in request
return self.fetch2(path, api, method, params, headers, body, config, context)

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 545, in fetch2
return self.fetch(request['url'], request['method'], request['headers'], request['body'])

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 697, in fetch
self.handle_errors(http_status_code, http_status_text, url, method, headers, http_response, json_response, request_headers, request_body)

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\bithumb.py"", line 850, in handle_errors
self.throw_exactly_matched_exception(self.exceptions, status, feedback)

file ""c:\users\hwanyl2\anaconda3\lib\site-packages\ccxt\base\exchange.py"", line 563, in throw_exactly_matched_exception
raise exactstring

exchangeerror: bithumb {""status"":""5600"",""message"":""\uac70\ub798 \uc9c4\ud589\uc911\uc778 \ub0b4\uc5ed\uc774 \uc874\uc7ac\ud558\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.""}
[issue_comments] ""@eavan0103 if possible, please, enable verbose mode and paste the verbose request + verbose response for the failing call:

```python
bithumb.verbose = true
bithumb.fetchopenorders('vet/krw')
```"", ""thank you.

ccxt. version 1.64.66 confirms that there is no problem and
was in use.
i will test again by completing the upgrade of ccxt.
i will post an error log if any problems occur later."", ""@kroitor hi,  i reproduced this problem. attach the log.

```
fetch request:
 bithumb post
requestheaders:
 {
  accept: 'application/json',
  'content-type': 'application/x-www-form-urlencoded',
  ...
}
requestbody:
 endpoint=%2finfo%2forders&count=100&order_currency={test-symbol}&payment_currency=krw

handlerestresponse:
 bithumb post  200 ok
responseheaders:
 {
  'access-control-allow-headers': '*',
  'access-control-allow-methods': '*',
  ...
}
responsebody:
 {""status"":""0000"",""data"":[{""order_currency"":""{test-symbol}"",""payment_currency"":""krw"",""order_id"":""{my-o"",""order_date"":""1646079639174124"",""type"":""ask"",""watch_price"":""0"",""units"":""4,616.9124"",""units_remaining"":""2,054.6743"",""price"":""31.87""},{""order_currency"":""{test-symbol}"",""payment_currency"":""krw"",""order_id"":""c0300000000011534495"",""order_date"":""1646079589928641"",""type"":""ask"",""watch_price"":""0"",""units"":""4,874.695"",""units_remaining"":""20"",""price"":""31.97""}]}

syntaxerror: cannot convert 4,6169124 to a bigint
    at bigint ()

    at array.map ()

at async c:\users\user\documents\tester\app.js:38:9
```

the parsing tool inside ccxt seems to work incorrectly when there are open orders with very small quantities on bithumb.
syntaxerror when `4,874.695` to `4,6169124`""",service,
juspay/hyperswitch,10755,"[title] [bug] trim whitespace from phone numbers and country code
[issue]
### bug description

this pr normalizes phone-related fields before sending them downstream.
- trims leading and trailing whitespace from phone number and phone country code
- treats whitespace-only values (e.g. "" "") as null.

### expected behavior

this pr normalizes phone-related fields before sending them downstream.
- trims leading and trailing whitespace from phone number and phone country code
- treats whitespace-only values (e.g. "" "") as null.

### actual behavior

this pr normalizes phone-related fields before sending them downstream.
- trims leading and trailing whitespace from phone number and phone country code
- treats whitespace-only values (e.g. "" "") as null.

### steps to reproduce

provide an unambiguous set of steps to reproduce this bug. include code or configuration to reproduce, if relevant.
1. go to '...'
2. click on '....'
3. scroll down to '....'

### context for the bug

_no response_

### environment

are you using hyperswitch hosted version? yes/no
if yes, please provide the value of the `x-request-id` response header to help us debug your issue.

if not (or if building/running locally), please provide the following details:
1. operating system or linux distribution:
2. rust version (output of `rustc --version`): ``
3. app version (output of `cargo r --features vergen -- --version`): ``

### have you spent some time checking if this bug has been raised before?

- [x] i checked and didn't find a similar issue

### have you read the contributing guidelines?

- [x] i have read the contributing guidelines

### are you willing to submit a pr?

yes, i am willing to submit a pr!
[issue_comments] ""### 📝 coderabbit plan mode
generate an implementation plan and prompts that you can use with your favorite coding agent.

- [ ]  create plan

examples

- example 1
- example 2

---

🔗 related prs

juspay/hyperswitch#8309 - fix(connector): [stripe] throwing missing required field error if connector_customer is not present [merged]
juspay/hyperswitch#8313 - fix(connector): [stripe] throwing missing required field error if connector_customer is not present [merged]
juspay/clairvoyance#365 - (feat): add support to change phone number [merged]

👤 suggested assignees

- bsayak03
- narsimhareddyjuspay

---

 🧪 issue enrichment is currently in open beta.

you can configure auto-planning by selecting labels in the issue_enrichment configuration.

to disable automatic issue enrichment, add the following to your `.coderabbit.yaml`:
```yaml
issue_enrichment:
  auto_enrich:
    enabled: false
```

💬 have feedback or questions? drop into our discord or schedule a call!""",service,
juspay/hyperswitch,10789,"[title] [bug] v2 create customer header conflicts
[issue]
### bug description

 curl -x post  \
  -h ""api-key: snd_{api-key omitted}"" \
  -h ""content-type: application/json"" \
  -d '{
    ""email"": ""guest@example.com"",
    ""name"": ""john doe""
  }'
{""error"":{""type"":""invalid_request"",""message"":""missing required param: authorization"",""code"":""ir_04""}}

v2 should only require the api-key in the header.  it fails on the demonstration documentation as well. this is a breaking issue because you cannot utilize the payment method management system without a v2 customer id.

### expected behavior

v2 should only require the api-key in the header.

### actual behavior

it sends a missing header param 'authorization' but should not be required.

### steps to reproduce

provide an unambiguous set of steps to reproduce this bug. include code or configuration to reproduce, if relevant.
1. go to '(
2. try and input your api-key and customer name/email
3. see error response

### context for the bug

this is a breaking issue because you cannot utilize the payment method management system without a v2 customer id. the pmm process fails utilizing a v1 customer_id so i tried to change to utilize the v2 method, and ran into this issue. i cannot proceed forward to utilize the sdk.

### environment

are you using hyperswitch hosted version? **yes**
if yes, please provide the value of the `x-request-id` response header to help us debug your issue.
(019b5734-9491-7c51-88ee-a3325b5c6d99, 019b5732-c932-7841-a28d-6533e8421061)

### have you spent some time checking if this bug has been raised before?

- [x] i checked and didn't find a similar issue

### have you read the contributing guidelines?

- [x] i have read the contributing guidelines

### are you willing to submit a pr?

no, i don't have time to work on this right now",service,
juspay/hyperswitch,10472,"[title] [bug] euler<>hs<>ucs connectorname problem
[issue]
### bug description

as hyperswitch is added as a connector in euler, when a transaction for a connector comes through hs ⇄ ucs, ucs requires the connector name, which was previously taken from the merchant connector account type. but when the transaction comes from euler, the values are read from the cache. the bug occurred because, when the db value was missing, the function set the connector name to none, which caused an error and prevented the transaction from being sent to ucs.

### expected behavior

the rollout config is created using router_data.connector, so even in grpc calls where x-connector is required, we will get the connector value from router_data.connector, keeping the behavior consistent with the rollout config creation logic.

### actual behavior

failing in euler<>hs<>ucs

### steps to reproduce

provide an unambiguous set of steps to reproduce this bug. include code or configuration to reproduce, if relevant.
1. go to '...'
2. click on '....'
3. scroll down to '....'

### context for the bug

_no response_

### environment

are you using hyperswitch hosted version? yes/no
if yes, please provide the value of the `x-request-id` response header to help us debug your issue.

if not (or if building/running locally), please provide the following details:
1. operating system or linux distribution:
2. rust version (output of `rustc --version`): ``
3. app version (output of `cargo r --features vergen -- --version`): ``

### have you spent some time checking if this bug has been raised before?

- [x] i checked and didn't find a similar issue

### have you read the contributing guidelines?

- [x] i have read the contributing guidelines

### are you willing to submit a pr?

none",service,
juspay/hyperswitch,9078,"[title] (connector): [netcetera] fix message_extension field in netcetera response
[issue]
### bug description

currently we are not recieving field **message_extension** in netcetera's authentication response since the struct is incorrectly declared in the transformers file.

**current structure**
```
netceteraauthenticationsuccessresponse{
....
authentication_request: {
message_extension: option,
....
}
...
}

```

**correct structure**
```
netceteraauthenticationsuccessresponse{
....
authentication_response: {
message_extension: option,
....
}
...
}
```

### expected behavior

**correct structure**
```
netceteraauthenticationsuccessresponse{
....
authentication_response: {
message_extension: option,
....
}
...
}
```
we should be able to recieve message_extension field for cartesbacaires 3ds authentication payments via cybersource

### actual behavior

**current structure**
```
netceteraauthenticationsuccessresponse{
....
authentication_request: {
message_extension: option,
....
}
...
}

```
we are not able to currently recieve message_extension field for cartesbacaires 3ds authentication payments via cybersource

### steps to reproduce

provide an unambiguous set of steps to reproduce this bug. include code or configuration to reproduce, if relevant.
1. go to '...'
2. click on '....'
3. scroll down to '....'

### context for the bug

_no response_

### environment

are you using hyperswitch hosted version? yes/no
if yes, please provide the value of the `x-request-id` response header to help us debug your issue.

if not (or if building/running locally), please provide the following details:
1. operating system or linux distribution:
2. rust version (output of `rustc --version`): ``
3. app version (output of `cargo r --features vergen -- --version`): ``

### have you spent some time checking if this bug has been raised before?

- [x] i checked and didn't find a similar issue

### have you read the contributing guidelines?

- [x] i have read the contributing guidelines

### are you willing to submit a pr?

yes, i am willing to submit a pr!",service,
juspay/hyperswitch,4647,"[title] [bug]: 2-letter state abbreviation is not accepted
[issue]
### bug description

currently 2-letter state abbreviation is not accepted, in `billing.state` if you pass 2 letter valid state it should not throw an error

### expected behavior

both 2 letter and full state name shall be accepted in `billing.state` and should be manipulated according to the requirements before sending it to the connector.

### actual behavior

currently 2-letter state abbreviation is not accepted, in `billing.state` if you pass 2 letter valid state it should not throw an error

### steps to reproduce

provide an unambiguous set of steps to reproduce this bug. include code or configuration to reproduce, if relevant.
1. go to '...'
2. click on '....'
3. scroll down to '....'

### context for the bug

_no response_

### environment

are you using hyperswitch hosted version? yes/no
if yes, please provide the value of the `x-request-id` response header to help us debug your issue.

if not (or if building/running locally), please provide the following details:
1. operating system or linux distribution:
2. rust version (output of `rustc --version`): ``
3. app version (output of `cargo r --features vergen -- --version`): ``

### have you spent some time checking if this bug has been raised before?

- [x] i checked and didn't find a similar issue

### have you read the contributing guidelines?

- [x] i have read the contributing guidelines

### are you willing to submit a pr?

yes, i am willing to submit a pr!",service,
